TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.storm.kafka.spout.KafkaSpout,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.63165887222491,723,129
