project_name,base_commit,parent_commit_test_suites,other_parent_commit,merge_commit,tool,behavior_change,criteria,failed_test_cases,local_test_suite,class_under_analysis,method_under_analysis,flaky_tests,jar_type
elasticsearch,59cb67c7bd0ab6311115b20954e013412b676b29,8757af2d928,NOT-REQUIRED,NOT-REQUIRED,EVOSUITE,True,BEHAVIOR_CHANGE_COMMIT_PAIR,{'NestedInnerQueryParseSupport_ESTest#test0'| 'NestedInnerQueryParseSupport_ESTest#test1'},/home/CIN/lmps2/semantic-conflict-study/SMAT/output-test-dest/elasticsearch/59cb67c7bd0ab6311115b20954e013412b676b29/evosuite_1,org.elasticsearch.index.query.support.NestedInnerQueryParseSupport | org.elasticsearch.index.mapper.object.ObjectMapper,setPathLevel(),set(),original
elasticsearch,2336da1704627c236e6eca214614e748d195794d,8ff1efbcf05,NOT-REQUIRED,NOT-REQUIRED,EVOSUITE,True,BEHAVIOR_CHANGE_COMMIT_PAIR,{'NestedInnerQueryParseSupport_ESTest#test39'| 'NestedInnerQueryParseSupport_ESTest#test30'},/home/CIN/lmps2/semantic-conflict-study/SMAT/output-test-dest/elasticsearch/59cb67c7bd0ab6311115b20954e013412b676b29/evosuite_6,org.elasticsearch.index.query.support.NestedInnerQueryParseSupport | org.elasticsearch.index.mapper.object.ObjectMapper,setPathLevel(),set(),transformed
elasticsearch,59cb67c7bd0ab6311115b20954e013412b676b29,8757af2d928,NOT-REQUIRED,NOT-REQUIRED,EVOSUITE,True,BEHAVIOR_CHANGE_COMMIT_PAIR,{'MultiMatchQueryBuilder_ESTest#test20'},/home/CIN/lmps2/semantic-conflict-study/SMAT/output-test-dest/elasticsearch/59cb67c7bd0ab6311115b20954e013412b676b29/evosuite_9,org.elasticsearch.index.query.MultiMatchQueryBuilder | org.elasticsearch.common.xcontent.XContentBuilder | org.elasticsearch.common.xcontent.ToXContent.MapParams,doXContent(org.elasticsearch.common.xcontent.XContentBuilder| org.elasticsearch.common.xcontent.ToXContent$Params),set(),original
elasticsearch,59cb67c7bd0ab6311115b20954e013412b676b29,8ff1efbcf05,NOT-REQUIRED,NOT-REQUIRED,RANDOOP,True,BEHAVIOR_CHANGE_COMMIT_PAIR,{'(RegressionTest27#test13789'| '(RegressionTest22#test11221'| '(RegressionTest19#test09553'| '(RegressionTest17#test08684'| '(RegressionTest33#test16804'| '(RegressionTest11#test05604'| '(RegressionTest15#test07566'| '(RegressionTest28#test14365'| '(RegressionTest6#test03213'| '(RegressionTest21#test10757'| '(RegressionTest5#test02910'| '(RegressionTest23#test11818'| '(RegressionTest31#test15850'| '(RegressionTest12#test06446'| '(RegressionTest8#test04376'| '(RegressionTest13#test06528'| '(RegressionTest25#test12504'| '(RegressionTest31#test15896'| '(RegressionTest5#test02639'| '(RegressionTest8#test04202'| '(RegressionTest4#test02025'| '(RegressionTest0#test00400'| '(RegressionTest18#test09217'| '(RegressionTest10#test05314'| '(RegressionTest6#test03122'| '(RegressionTest26#test13241'| '(RegressionTest32#test16296'| '(RegressionTest20#test10385'| '(RegressionTest14#test07208'| '(RegressionTest7#test03674'| '(RegressionTest13#test06702'| '(RegressionTest2#test01099'| '(RegressionTest2#test01462'| '(RegressionTest9#test04751'| '(RegressionTest3#test01937'| '(RegressionTest11#test05992'| '(RegressionTest29#test14604'| '(RegressionTest8#test04328'| '(RegressionTest6#test03030'| '(RegressionTest15#test07755'| '(RegressionTest11#test05881'| '(RegressionTest29#test14791'| '(RegressionTest18#test09453'| '(RegressionTest24#test12070'| '(RegressionTest30#test15403'| '(RegressionTest3#test01574'| '(RegressionTest1#test00504'| '(RegressionTest7#test03611'| '(RegressionTest6#test03416'| '(RegressionTest24#test12129'| '(RegressionTest17#test08550'| '(RegressionTest9#test04714'| '(RegressionTest33#test16732'| '(RegressionTest23#test11602'| '(RegressionTest18#test09089'| '(RegressionTest11#test05590'| '(RegressionTest26#test13227'| '(RegressionTest6#test03281'| '(RegressionTest32#test16041'| '(RegressionTest24#test12220'| '(RegressionTest25#test12509'| '(RegressionTest11#test05714'| '(RegressionTest13#test06858'| '(RegressionTest13#test06752'| '(RegressionTest10#test05304'| '(RegressionTest23#test11511'| '(RegressionTest24#test12133'| '(RegressionTest26#test13198'| '(RegressionTest0#test00255'| '(RegressionTest13#test06804'| '(RegressionTest5#test02917'| '(RegressionTest29#test14954'| '(RegressionTest3#test01626'| '(RegressionTest12#test06141'| '(RegressionTest24#test12210'| '(RegressionTest28#test14270'| '(RegressionTest2#test01112'| '(RegressionTest14#test07231'| '(RegressionTest11#test05853'| '(RegressionTest24#test12160'| '(RegressionTest7#test03844'| '(RegressionTest15#test07629'| '(RegressionTest9#test04796'| '(RegressionTest18#test09267'| '(RegressionTest16#test08197'| '(RegressionTest1#test00899'| '(RegressionTest4#test02123'| '(RegressionTest31#test15799'| '(RegressionTest33#test16691'| '(RegressionTest24#test12375'| '(RegressionTest3#test02000'| '(RegressionTest11#test05519'| '(RegressionTest21#test10608'| '(RegressionTest26#test13299'| '(RegressionTest5#test02528'| '(RegressionTest12#test06423'| '(RegressionTest12#test06102'| '(RegressionTest8#test04101'| '(RegressionTest6#test03003'| '(RegressionTest3#test01646'| '(RegressionTest30#test15423'| '(RegressionTest9#test04725'| '(RegressionTest17#test08724'| '(RegressionTest10#test05342'| '(RegressionTest2#test01006'| '(RegressionTest15#test07662'| '(RegressionTest4#test02128'| '(RegressionTest32#test16226'| '(RegressionTest17#test08577'| '(RegressionTest14#test07358'| '(RegressionTest1#test00788'| '(RegressionTest22#test11291'| '(RegressionTest33#test16870'| '(RegressionTest0#test00233'| '(RegressionTest28#test14336'| '(RegressionTest15#test07733'| '(RegressionTest7#test03654'| '(RegressionTest13#test06832'| '(RegressionTest3#test01654'| '(RegressionTest0#test00201'| '(RegressionTest4#test02018'| '(RegressionTest2#test01106'| '(RegressionTest1#test00540'| '(RegressionTest1#test00955'| '(RegressionTest5#test02870'| '(RegressionTest0#test00088'| '(RegressionTest6#test03013'| '(RegressionTest24#test12394'| '(RegressionTest11#test05816'| '(RegressionTest32#test16180'| '(RegressionTest28#test14256'| '(RegressionTest22#test11466'| '(RegressionTest13#test06725'| '(RegressionTest21#test10932'| '(RegressionTest21#test10983'| '(RegressionTest0#test00125'| '(RegressionTest16#test08174'| '(RegressionTest4#test02172'| '(RegressionTest9#test04798'| '(RegressionTest26#test13092'| '(RegressionTest6#test03097'| '(RegressionTest16#test08144'| '(RegressionTest31#test15856'| '(RegressionTest14#test07106'| '(RegressionTest6#test03212'| '(RegressionTest3#test01703'| '(RegressionTest22#test11318'| '(RegressionTest28#test14110'| '(RegressionTest31#test15513'| '(RegressionTest7#test03555'| '(RegressionTest0#test00351'| '(RegressionTest22#test11330'| '(RegressionTest3#test01545'| '(RegressionTest7#test03637'| '(RegressionTest3#test01769'| '(RegressionTest31#test15884'| '(RegressionTest18#test09198'| '(RegressionTest18#test09005'| '(RegressionTest32#test16229'| '(RegressionTest4#test02052'| '(RegressionTest4#test02311'| '(RegressionTest6#test03245'| '(RegressionTest29#test14941'| '(RegressionTest1#test00524'| '(RegressionTest19#test09653'| '(RegressionTest16#test08150'| '(RegressionTest12#test06084'| '(RegressionTest2#test01350'| '(RegressionTest25#test12542'| '(RegressionTest22#test11373'| '(RegressionTest18#test09388'| '(RegressionTest25#test12940'| '(RegressionTest2#test01228'| '(RegressionTest19#test09600'| '(RegressionTest30#test15244'| '(RegressionTest32#test16262'| '(RegressionTest7#test03809'| '(RegressionTest29#test14867'| '(RegressionTest25#test12978'| '(RegressionTest20#test10197'| '(RegressionTest14#test07092'| '(RegressionTest11#test05684'| '(RegressionTest20#test10013'| '(RegressionTest3#test01517'| '(RegressionTest21#test10723'| '(RegressionTest27#test13569'| '(RegressionTest29#test14976'| '(RegressionTest8#test04181'| '(RegressionTest26#test13294'| '(RegressionTest19#test09660'| '(RegressionTest16#test08161'| '(RegressionTest4#test02320'| '(RegressionTest28#test14050'| '(RegressionTest20#test10166'| '(RegressionTest20#test10485'| '(RegressionTest17#test08821'| '(RegressionTest32#test16048'| '(RegressionTest12#test06369'| '(RegressionTest9#test04846'| '(RegressionTest31#test15510'| '(RegressionTest29#test14835'| '(RegressionTest9#test04664'| '(RegressionTest1#test00791'| '(RegressionTest18#test09002'| '(RegressionTest33#test16872'| '(RegressionTest3#test01695'| '(RegressionTest24#test12472'| '(RegressionTest12#test06253'| '(RegressionTest22#test11348'| '(RegressionTest30#test15096'| '(RegressionTest18#test09233'| '(RegressionTest9#test04920'| '(RegressionTest8#test04153'| '(RegressionTest12#test06212'| '(RegressionTest21#test10724'| '(RegressionTest2#test01356'| '(RegressionTest19#test09570'| '(RegressionTest4#test02011'| '(RegressionTest13#test06570'| '(RegressionTest23#test11857'| '(RegressionTest24#test12339'| '(RegressionTest8#test04107'| '(RegressionTest31#test15992'| '(RegressionTest17#test08814'| '(RegressionTest22#test11178'| '(RegressionTest27#test13889'| '(RegressionTest28#test14093'| '(RegressionTest2#test01220'| '(RegressionTest24#test12026'| '(RegressionTest31#test15943'| '(RegressionTest2#test01283'| '(RegressionTest6#test03440'| '(RegressionTest16#test08403'| '(RegressionTest8#test04140'| '(RegressionTest9#test04687'| '(RegressionTest0#test00146'| '(RegressionTest4#test02091'| '(RegressionTest27#test13875'| '(RegressionTest2#test01500'| '(RegressionTest12#test06079'| '(RegressionTest33#test16893'| '(RegressionTest0#test00492'| '(RegressionTest31#test15573'| '(RegressionTest11#test05738'| '(RegressionTest3#test01761'| '(RegressionTest12#test06348'| '(RegressionTest18#test09066'| '(RegressionTest27#test13670'| '(RegressionTest20#test10133'| '(RegressionTest21#test10508'| '(RegressionTest11#test05765'| '(RegressionTest6#test03158'| '(RegressionTest0#test00048'| '(RegressionTest9#test04526'| '(RegressionTest28#test14161'| '(RegressionTest2#test01067'| '(RegressionTest20#test10391'| '(RegressionTest17#test08852'| '(RegressionTest23#test11908'| '(RegressionTest23#test11764'| '(RegressionTest31#test15520'| '(RegressionTest3#test01644'| '(RegressionTest2#test01489'| '(RegressionTest6#test03042'| '(RegressionTest28#test14482'| '(RegressionTest28#test14418'| '(RegressionTest33#test16799'| '(RegressionTest25#test12688'| '(RegressionTest1#test00622'| '(RegressionTest25#test12895'| '(RegressionTest32#test16458'| '(RegressionTest31#test15908'| '(RegressionTest12#test06364'| '(RegressionTest23#test11993'| '(RegressionTest3#test01767'| '(RegressionTest31#test15955'| '(RegressionTest25#test12998'| '(RegressionTest29#test14912'| '(RegressionTest29#test14525'| '(RegressionTest31#test15959'| '(RegressionTest20#test10317'| '(RegressionTest13#test06857'| '(RegressionTest29#test14666'| '(RegressionTest31#test15739'| '(RegressionTest21#test10690'| '(RegressionTest21#test10719'| '(RegressionTest5#test02513'| '(RegressionTest16#test08434'| '(RegressionTest8#test04165'| '(RegressionTest18#test09206'| '(RegressionTest30#test15358'| '(RegressionTest15#test07691'| '(RegressionTest32#test16314'| '(RegressionTest19#test09800'| '(RegressionTest0#test00276'| '(RegressionTest20#test10206'| '(RegressionTest1#test00881'| '(RegressionTest27#test13643'| '(RegressionTest33#test16506'| '(RegressionTest11#test05756'| '(RegressionTest12#test06476'| '(RegressionTest3#test01643'| '(RegressionTest25#test12926'| '(RegressionTest28#test14176'| '(RegressionTest27#test13682'| '(RegressionTest22#test11469'| '(RegressionTest10#test05406'| '(RegressionTest22#test11357'| '(RegressionTest29#test14773'| '(RegressionTest12#test06394'| '(RegressionTest7#test03819'| '(RegressionTest3#test01520'| '(RegressionTest29#test14929'| '(RegressionTest19#test09571'| '(RegressionTest14#test07009'| '(RegressionTest11#test05779'| '(RegressionTest33#test16818'| '(RegressionTest28#test14427'| '(RegressionTest16#test08014'| '(RegressionTest0#test00222'| '(RegressionTest13#test06561'| '(RegressionTest32#test16209'| '(RegressionTest17#test08803'| '(RegressionTest18#test09214'| '(RegressionTest24#test12167'| '(RegressionTest15#test07759'| '(RegressionTest11#test05733'| '(RegressionTest26#test13389'| '(RegressionTest8#test04005'| '(RegressionTest19#test09671'| '(RegressionTest2#test01100'| '(RegressionTest1#test00573'| '(RegressionTest10#test05257'| '(RegressionTest5#test02593'| '(RegressionTest26#test13291'| '(RegressionTest33#test16881'| '(RegressionTest2#test01255'| '(RegressionTest28#test14171'| '(RegressionTest16#test08498'| '(RegressionTest13#test06552'| '(RegressionTest26#test13302'| '(RegressionTest0#test00337'| '(RegressionTest0#test00235'| '(RegressionTest31#test15515'| '(RegressionTest7#test03822'| '(RegressionTest19#test09593'| '(RegressionTest9#test04965'| '(RegressionTest28#test14128'| '(RegressionTest1#test00626'| '(RegressionTest23#test11797'| '(RegressionTest30#test15470'| '(RegressionTest23#test11775'| '(RegressionTest22#test11310'| '(RegressionTest29#test14870'| '(RegressionTest23#test11851'| '(RegressionTest30#test15026'| '(RegressionTest11#test05770'| '(RegressionTest5#test02856'| '(RegressionTest1#test00900'| '(RegressionTest17#test08880'| '(RegressionTest34#test17010'| '(RegressionTest19#test09964'| '(RegressionTest3#test01793'| '(RegressionTest13#test06948'| '(RegressionTest9#test04996'| '(RegressionTest18#test09275'| '(RegressionTest7#test03610'| '(RegressionTest1#test00644'| '(RegressionTest22#test11001'| '(RegressionTest29#test14632'| '(RegressionTest0#test00308'| '(RegressionTest14#test07287'| '(RegressionTest14#test07369'| '(RegressionTest18#test09404'| '(RegressionTest3#test01635'| '(RegressionTest5#test02554'| '(RegressionTest2#test01135'},/home/CIN/lmps2/semantic-conflict-study/SMAT/output-test-dest/elasticsearch/59cb67c7bd0ab6311115b20954e013412b676b29/randoop_10,org.elasticsearch.index.query.MultiMatchQueryBuilder | org.elasticsearch.common.xcontent.XContentBuilder | org.elasticsearch.common.xcontent.ToXContent.MapParams,doXContent(org.elasticsearch.common.xcontent.XContentBuilder| org.elasticsearch.common.xcontent.ToXContent$Params),set(),original
elasticsearch,59cb67c7bd0ab6311115b20954e013412b676b29,8757af2d928,NOT-REQUIRED,NOT-REQUIRED,RANDOOP,True,BEHAVIOR_CHANGE_COMMIT_PAIR,{'(RegressionTest3#test01579'| '(RegressionTest23#test11712'| '(RegressionTest2#test01354'| '(RegressionTest2#test01394'| '(RegressionTest15#test07967'| '(RegressionTest2#test01419'| '(RegressionTest14#test07264'| '(RegressionTest2#test01413'| '(RegressionTest2#test01402'| '(RegressionTest17#test08818'| '(RegressionTest3#test01584'| '(RegressionTest2#test01342'| '(RegressionTest3#test01617'| '(RegressionTest3#test01607'| '(RegressionTest3#test01631'| '(RegressionTest17#test08874'| '(RegressionTest22#test11258'| '(RegressionTest3#test01641'| '(RegressionTest2#test01361'| '(RegressionTest17#test08615'| '(RegressionTest15#test07986'| '(RegressionTest2#test01414'| '(RegressionTest3#test01604'| '(RegressionTest22#test11457'| '(RegressionTest3#test01643'| '(RegressionTest22#test11356'| '(RegressionTest22#test11285'| '(RegressionTest9#test04779'| '(RegressionTest17#test08936'| '(RegressionTest17#test08746'| '(RegressionTest17#test08810'| '(RegressionTest14#test07299'| '(RegressionTest2#test01335'| '(RegressionTest22#test11260'| '(RegressionTest2#test01333'},/home/CIN/lmps2/semantic-conflict-study/SMAT/output-test-dest/elasticsearch/59cb67c7bd0ab6311115b20954e013412b676b29/randoop_13,org.elasticsearch.index.query.MultiMatchQueryBuilder | org.elasticsearch.common.xcontent.XContentBuilder | org.elasticsearch.common.xcontent.ToXContent.MapParams,doXContent(org.elasticsearch.common.xcontent.XContentBuilder| org.elasticsearch.common.xcontent.ToXContent$Params),set(),transformed
