TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
cuke4duke.internal.java.JavaLanguage,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8389934763658858,153,112
