TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.netflix.appinfo.ApplicationInfoManager,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7718264966740576,89,49
