TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
quickdt.experiments.OutOfTimeCrossValidatorRunner,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8678536821705426,166,109
