TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.squareup.okhttp.internal.bytes.GzipSource,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.883716586811247,534,363
