TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
fitnesse.testsystems.slim.tables.SlimTableFactory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8549440298507464,231,150
