TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.activiti.engine.impl.bpmn.behavior.UserTaskActivityBehavior,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7776960784313726,133,43
