TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
quickdt.experiments.OutOfTimeCrossValidatorRunner,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.0,0,0
