TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.jboss.netty.handler.codec.frame.LengthFieldBasedFrameDecoder,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9594624125874126,200,171
