Config CF left-base;Confluence left-base;Config CF right-base;Confluence right-base;Config OA;OA;Config DFP left;DFP left;Config DFP right;DFP right;Config PDG left;PDG left;Config PDG right;PDG right
"1.64500
";"0.33700
";"0.97700
";"0.01500
";"2.13300
";"2.23500
";"1.65600
";"0.34600
";"1.64200
";"0.40300
";"1.63600
";"0.39000
";"1.64200
";"0.41100
"
"1.68800
";"0.40600
";"0.83000
";"0.01500
";"1.76100
";"1.84600
";"1.64700
";"0.40400
";"1.72200
";"0.35300
";"1.66600
";"0.39700
";"1.64400
";"0.40700
"
"47.76600
";"14.90300
";"45.58200
";"24.59300
";"48.30100
";"53.49800
";"47.48100
";"13.45500
";"47.85700
";"18.73400
";"47.34200
";"7.11600
";"47.36100
";"7.20100
"
"1.36500
";"1.42000
";"0.42300
";"0.17200
";"0.86100
";"0.97600
";"0.85700
";"1.51700
";"1.40400
";"1.35800
";"1.35900
";"1.33200
";"1.32600
";"1.36600
"
"1.99900
";"1.07500
";"0.92400
";"0.21700
";"2.06800
";"2.19300
";"2.01600
";"1.08700
";"1.93400
";"1.03000
";"1.96900
";"1.27000
";"1.96500
";"1.29800
"
"1.20800
";"1.23800
";"0.39500
";"0.16900
";"1.26300
";"1.49300
";"1.21000
";"1.02500
";"1.16900
";"1.04500
";"1.15900
";"0.96500
";"1.16900
";"0.95000
"
"1.09200
";"0.78300
";"0.34400
";"0.05500
";"1.11700
";"1.21900
";"1.05100
";"0.84300
";"1.06400
";"0.81000
";"1.04700
";"1.01200
";"1.03900
";"1.05000
"
"1.21500
";"1.04700
";"0.36900
";"0.00700
";"1.26800
";"1.40600
";"1.25600
";"0.75900
";"1.21500
";"0.29900
";"1.23200
";"0.56500
";"1.27000
";"0.33300
"
"1.13300
";"1.01500
";"0.34100
";"0.00700
";"1.20700
";"1.36900
";"1.14400
";"0.66500
";"1.11500
";"0.29700
";"1.15500
";"0.77200
";"1.12400
";"0.34200
"
"1.17800
";"1.59600
";"0.39000
";"0.00800
";"1.20700
";"1.31000
";"1.16500
";"1.02300
";"1.13300
";"0.30400
";"1.12800
";"0.79600
";"1.33900
";"0.32500
"
"1.22100
";"0.98300
";"0.35000
";"0.08900
";"1.27300
";"1.40100
";"1.23900
";"0.79700
";"1.22100
";"0.80100
";"1.21300
";"0.97900
";"1.22000
";"1.01800
"
"1.31100
";"0.67600
";"0.50500
";"0.06700
";"1.41800
";"1.54400
";"1.39600
";"0.65800
";"1.33500
";"0.57400
";"1.32800
";"0.76700
";"1.29200
";"0.67500
"
"1.43400
";"5.57800
";"0.47000
";"3.70200
";"1.50600
";"1.90000
";"1.34100
";"4.27700
";"1.45500
";"4.38300
";"1.42900
";"1.17200
";"1.42800
";"1.23000
"
"1.42100
";"0.97300
";"0.45600
";"0.17200
";"1.48500
";"1.64100
";"1.36600
";"0.70800
";"1.45100
";"0.89200
";"1.37300
";"0.93300
";"1.39100
";"0.73200
"
"1.31300
";"4.19700
";"0.40700
";"2.87300
";"1.44100
";"1.77200
";"1.33200
";"3.02600
";"1.33300
";"3.02700
";"1.29400
";"1.71900
";"1.33700
";"1.56000
"
"1.09100
";"2.07500
";"0.36900
";"0.76900
";"1.15100
";"1.58300
";"1.08000
";"1.64900
";"1.12100
";"1.55200
";"1.02800
";"1.19000
";"1.07900
";"1.19400
"
"1.25600
";"1.42900
";"0.41700
";"0.31300
";"1.32800
";"1.63500
";"1.28600
";"1.15700
";"1.27000
";"1.13600
";"1.30300
";"1.08900
";"1.25300
";"1.10000
"
"1.28500
";"1.36800
";"0.40500
";"0.27100
";"1.38800
";"1.63800
";"1.24700
";"1.08600
";"1.27400
";"1.08000
";"1.32100
";"1.14300
";"1.24200
";"1.08800
"
"1.06900
";"1.96000
";"0.35600
";"0.78900
";"1.15000
";"1.36700
";"1.07500
";"1.44300
";"1.06900
";"1.40800
";"1.03800
";"1.07600
";"1.09700
";"1.03400
"
"1.80400
";"5.94000
";"0.49600
";"2.70700
";"1.93900
";"2.32500
";"1.78200
";"4.23300
";"1.58000
";"2.41000
";"1.07300
";"0.85500
";"1.77800
";"1.44300
"
"1.93000
";"9.28100
";"0.80900
";"3.74400
";"1.77800
";"2.32000
";"1.81400
";"6.25000
";"1.92900
";"4.90800
";"1.70700
";"1.70300
";"1.69100
";"1.91400
"
"2.22400
";"1.96600
";"1.49500
";"0.56600
";"2.28700
";"2.43200
";"2.19300
";"1.50900
";"2.19000
";"1.59900
";"2.17800
";"1.06100
";"2.20300
";"1.12200
"
"1.10400
";"1.02700
";"0.37900
";"0.20000
";"1.20800
";"1.55100
";"1.10500
";"0.98200
";"1.14400
";"0.99200
";"1.13600
";"1.18900
";"1.14900
";"1.16900
"
"1.30300
";"0.32200
";"0.53000
";"1.69100
";"1.40700
";"1.48700
";"1.31500
";"0.32900
";"1.32200
";"1.44300
";"1.30700
";"0.34000
";"1.30700
";"1.25000
"
