Config CF left-base;Confluence left-base;Config CF right-base;Confluence right-base;Config OA;OA;Config DFP left;DFP left;Config DFP right;DFP right;Config PDG left;PDG left;Config PDG right;PDG right
"1.50100
";"0.29900
";"0.75900
";"0.01100
";"1.58500
";"1.66300
";"1.46200
";"0.31100
";"1.46800
";"0.31400
";"1.49500
";"0.36200
";"1.49800
";"0.34100
"
"1.51100
";"0.31300
";"0.89100
";"0.01300
";"1.58000
";"1.65600
";"1.49200
";"0.34300
";"1.52300
";"0.34200
";"1.47900
";"0.36400
";"1.49500
";"0.34200
"
"1.09500
";"1.03500
";"0.38000
";"0.30200
";"1.15900
";"1.37600
";"1.08800
";"0.88500
";"1.09000
";"0.89900
";"1.09400
";"1.20100
";"1.08000
";"1.32100
"
"1.25400
";"2.09200
";"0.66500
";"0.26900
";"1.26800
";"1.44600
";"1.25100
";"1.47200
";"1.26200
";"1.00300
";"1.19300
";"1.15000
";"1.19900
";"1.19700
"
"1.76600
";"0.92500
";"0.87300
";"0.19700
";"1.88400
";"1.98400
";"1.78600
";"0.90500
";"1.78000
";"0.92700
";"1.78500
";"1.04900
";"1.78700
";"0.99500
"
"1.04700
";"1.06900
";"0.34000
";"0.14300
";"1.13500
";"1.33300
";"1.03900
";"0.89400
";"1.05400
";"0.89600
";"1.02400
";"0.81800
";"1.05000
";"0.83100
"
"0.95700
";"0.68400
";"0.32100
";"0.05400
";"1.01100
";"1.11100
";"0.94000
";"0.73200
";"0.94600
";"0.74300
";"0.92000
";"0.79900
";"0.92400
";"0.89500
"
"1.07200
";"0.92300
";"0.32000
";"0.00600
";"1.15000
";"1.25700
";"1.10100
";"0.60200
";"1.07600
";"0.26800
";"1.09600
";"0.68700
";"1.07300
";"0.12200
"
"0.99800
";"0.85500
";"0.31000
";"0.00600
";"1.07900
";"1.22300
";"0.99500
";"0.62000
";"1.01500
";"0.27300
";"1.02300
";"0.67000
";"0.98200
";"0.28500
"
"1.01100
";"1.40600
";"0.35300
";"0.01000
";"1.09400
";"1.18900
";"1.02100
";"0.87700
";"1.02700
";"0.27800
";"1.02500
";"0.68600
";"1.01200
";"0.29500
"
"1.07000
";"0.84700
";"0.33000
";"0.08400
";"1.12800
";"1.23300
";"1.07400
";"0.71100
";"1.07300
";"0.67700
";"1.07100
";"0.86600
";"1.07500
";"0.87300
"
