TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.activiti.engine.impl.persistence.entity.DeploymentEntityManager,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.0,0,0
