TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.antlr.v4.codegen.target.Python3Target,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9891304347826086,70,68
