TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.metamx.druid.loading.S3SegmentPusher,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7438676075268817,86,18
