TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.apache.storm.kafka.spout.KafkaSpoutConfig,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6814713064713065,211,79
