TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
fitnesse.testsystems.slim.tables.SlimTableFactory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8627620824449184,231,155
