TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.netflix.simianarmy.basic.janitor.BasicJanitorMonkeyContext,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9343369776053606,399,298
